269.307375, -27.1539722222, 11.0
265.889916667, -24.1515, 11.0
271.800083333, -27.3631388889, 11.0
269.943583333, -27.3485555556, 11.0
274.410208333, -24.8846666667, 11.0
271.674666667, -30.0475277778, 11.0
269.031416667, -30.9536111111, 11.0
269.419791667, -31.08825, 11.0
262.8165, -28.5429444444, 11.0
268.248583333, -31.8202777778, 11.0
262.551583333, -28.7661111111, 11.0
262.758291667, -28.1598888889, 11.0
265.914458333, -22.9584444444, 11.0
266.765625, -21.35025, 11.0
266.433208333, -24.6288333333, 11.0
266.455416667, -25.2154722222, 11.0
270.730708333, -31.4170555556, 11.0
265.637625, -34.3453611111, 11.0
266.410958333, -33.5526944444, 11.0
272.353333333, -28.2118888889, 11.0
271.646541667, -27.8919444444, 11.0
269.078958333, -28.5394722222, 11.0
269.611916667, -29.8872777778, 11.0
264.19875, -24.47025, 11.0
268.5625, -28.0575555556, 11.0
264.929125, -34.53825, 11.0
266.814833333, -24.0277777778, 11.0
266.343708333, -23.3891388889, 11.0
265.756125, -23.47525, 11.0
265.940416667, -21.7214444444, 11.0
266.113375, -20.9628333333, 11.0
266.471541667, -23.5778888889, 11.0
266.894333333, -24.0630277778, 11.0
264.665958333, -22.2985, 11.0
265.182666667, -21.6075555556, 11.0
266.366958333, -21.0714722222, 11.0
265.077791667, -24.4655277778, 11.0
267.449666667, -30.6996111111, 11.0
272.898291667, -26.0234722222, 11.0
272.123458333, -27.4059166667, 11.0
270.792208333, -28.7893888889, 11.0
268.322833333, -22.2921666667, 11.0
268.7505, -20.7665833333, 11.0
265.14275, -24.6822777778, 11.0
272.930916667, -24.4845833333, 11.0
270.369625, -27.7405833333, 11.0
268.087541667, -29.2256944444, 11.0
268.52625, -30.1854166667, 11.0
267.670833333, -29.9011944444, 11.0
266.453625, -26.8800833333, 11.0
268.22975, -28.5891111111, 11.0
266.324166667, -23.6733888889, 11.0
266.221708333, -23.5941111111, 11.0
262.657708333, -28.5970277778, 11.0
258.66, -29.7779444444, 11.0
269.275083333, -30.7255555556, 11.0
268.789083333, -29.9741388889, 11.0
270.357625, -29.1612777778, 11.0
270.978625, -28.264, 11.0
270.824583333, -31.6373333333, 11.0
272.419333333, -29.9191944444, 11.0
267.738458333, -29.6395, 11.0
267.995625, -29.3330555556, 11.0
267.567166667, -30.1683333333, 11.0
267.840083333, -28.3225277778, 11.0
265.366916667, -37.7680277778, 11.0
265.169041667, -26.4067222222, 11.0
266.016708333, -26.3841388889, 11.0
267.538541667, -23.8603611111, 11.0
268.441333333, -24.3590555556, 11.0
266.29675, -24.9375833333, 11.0
269.773375, -29.5915555556, 11.0
268.342083333, -29.763, 11.0
270.927416667, -27.7203888889, 11.0
271.248875, -27.4041666667, 11.0
268.849083333, -31.4436666667, 11.0
260.596041667, -28.4601944444, 11.0
271.146416667, -26.1680277778, 11.0
263.699708333, -28.0231944444, 11.0
261.38725, -29.3374722222, 11.0
270.71425, -26.70325, 11.0
273.790291667, -24.1235277778, 11.0
266.425333333, -34.0015555556, 11.0
263.415, -23.2363888889, 11.0
265.690333333, -27.5283333333, 11.0
267.456666667, -32.6517777778, 11.0
268.418791667, -32.2793055556, 11.0
268.139625, -30.4070833333, 11.0
268.327416667, -29.6528333333, 11.0
265.387791667, -27.4471111111, 11.0
265.11825, -27.1934444444, 11.0
263.013291667, -36.6151388889, 11.0
263.896041667, -24.0927777778, 11.0
269.983291667, -31.2836111111, 11.0
269.80325, -35.8220277778, 11.0
270.819, -27.1851111111, 11.0
268.80675, -30.5389444444, 11.0
268.839666667, -31.0141666667, 11.0
265.883125, -26.77325, 11.0
266.0645, -24.7675, 11.0
266.873583333, -25.0460555556, 11.0
265.274708333, -27.3292222222, 11.0
270.139166667, -29.8760833333, 11.0
269.641291667, -34.3735555556, 11.0
269.800333333, -29.8694722222, 11.0
